additional_cards_rules_key;Extra Kártyák
b_nr207_2_manor_trap_desc;Kontinensszerte Nilfgaard orgyilkosait tartják a legképzettebbeknek. Ezen nincs is mit meglepôdni, tekintve, mennyi gyakorlatra van lehetôségük szert tenni. Ezek a professzionális gyilkosok nem csak Északon csapnak le Nilfgaard ellenségeire, hanem a Birodalom területén, a belsô vitás helyzetek megoldásakor is. Ezért számítanak szinte közhelynek a gyakori, rejtélyes eltûnések és a valószerûtlen balesetek Emhyr udvarában – akár csak a hirtelen jött terhességek és a maszkabálok.
b_nr207_2_manor_trap_name;Merényletkísérlet
b_nr208_1_necrophages_desc;Ha a háború kitörtekor valaki azt mondta volna Meve-nek, hogy egy nap majd – a saját emberei életét kockáztatva – nilfgaardi katonák védelmére fog kelni, nos, akkor megengedett volna magának egy ôszinte nevetést. Aztán a királynô mégis egy ilyen helyzetben találta magát. Ahogy a ghúl undorító nyálában úszó agyaraira pillantott, elmélázott azon, hogy vajon a helyes döntést hozta-e meg. Akárhogy is volt, a lehetôség a visszakozásra rég elmúlt...
b_nr208_1_necrophages_name;Az ellenség védelmében
b_nr208_2_havekar_battle_desc;Nehéz megmondani, kik viseltettek nagyobb megvetéssel a havekárok iránt: az emberek, akiknek törvényeit megszegték azáltal, hogy a Scoia'taellel üzleteltek, vagy maguk a tündék, akik saját fajuk elárulóit látták bennük. Akárhogy is volt, a havekárok nem törôdtek sem egyikkel, sem másikkal. Ha pénzrôl volt szó, kereskedtek bárkivel, aki hajlandó volt megfizetni a portékáikat.
b_nr208_2_havekar_battle_name;Megszakított ügylet
b_nr211_2_renegades_fort_desc;Meve fintorral az arcán méregette az erôd falait. Ennek az erôdítménynek a bevétele nem bírt semmilyen stratégiai jelentôséggel. Valójában egyesek még tökéletesen szükségtelen kockázatnak is tituláltak volna egy ilyen lépést... De nem Meve. Ahelyett, hogy az idegen megszállók elûzését tûzték volna ki célukul, azok a haramiák kihasználták a káosz nyomán bekövetkezô fejetlenséget arra, hogy kifosszák és legyilkolják a saját honfitársaikat. A királynô ilyen mérvû romlottságot nem hagyhatott csak úgy annyiban.
b_nr211_2_renegades_fort_name;Haramiák vára
b_nr212_1_refugees_desc;Amint a nilfgaardiak felismerték, hogy nem kerülhetik el a harcot, megállították szekereiket. Azonban nem mindegyikük vett fel védekezô pozíciót... Minden kocsinál maradt egy katona, aki a támadóknak hátat fordítva tekintetével a rakományt figyelte. Vajon miféle rejtelmek rejlettek a szekerek ponyvái alatt? Miféle kincsek lehettek azok, amikért még az önvédelemrôl is hajlandóak voltak lemondani egy harc kellôs közepén?
b_nr212_1_refugees_name;Birodalmi szállítmány
b_nr213_1_field_hospital_desc;A Scoia'tael jellemzôen furfangos hadicselekhez folyamodott – keresztül-kasul szôtt útvonalaikkal félrevezették az ellenségeiket... De ezúttal nem. Az ellenállók a teljes arzenáljukkal csaptak le Meve egységeire, mintha minden erejükkel azon lettek volna, hogy kiûzzék a barlangból a behatolókat. És ez a taktika eredményesnek is bizonyult. Heves ellenállásuk azonban csak feltüzelte Meve kíváncsiságát, arra sarkallva ôt, hogy kiderítse, mit is rejt a titokzatos barlangok mélye...
b_nr213_1_field_hospital_name;Tünde rejtekhely
b_nr215_1_megascope_desc;Az elsô nilfgaardi megszállás elhárításában nem kis szerepet játszott a varázslók és varázslónôk segítsége, akik végül Észak javára billentették a mérleg nyelvét. A következô hadjárat megkezdése elôtt a császár jelentôsen nagyobb erôforrásokat csoportosított Nilfgaard saját varázslóképzôjének megtámogatására az Északiak fölényének lefaragásához. Hamarosan meg is jelentek a Birodalmi Hadsereg soraiban az újoncok: több mint tizenkét láb magasak, megingathatatlanul engedelmesek, csupa tömör kôbôl.
b_nr215_1_megascope_name;A nazairi kolosszus
b_nr300_1_puzzle_battle_desc;Az egyre erôsödô hóviharra való tekintettel Meve pihenôt rendelt el egy útszéli, "A Kandallópárkányhoz" címzett fogadónál. Amíg arra várakoztak, hogy az idô kedvezôbbre forduljon, Meve jónéhány rund gwentet lejátszott a fogadóssal. Úgy tûnt, hogy a helybéli mahakamiak némiképp más szabályok szerint ütötték a blattot, mint amik az alacsonyabban fekvô vidékeken élô embernépek között dívnak...
b_nr300_1_puzzle_battle_name;Kandallópárkány
b_nr300_1_regular_battle_desc;Hoog elöljáró egyszer arra utasította a titkárát, Gromeket, hogy írja össze Mahakam minden egyes sziklaüregét, barlangját, kavernáját és grottáját. Soha senki nem tudta meg, miért volt az idôs vezetô számára egy efféle lista kiemelt fontosságú. Talán egy rendkívül titkos mûvelethez volt szüksége Bouvernek egy ilyesfajta jegyzékre. Vagy csak épp annyira borongós hangulatban volt, hogy a titkárát is magával akarta rántani a letargiába. Akárhogy is, Mahakam földalatti üregeinek összeírása sosem készült el, ugyanis Gromek egyszer csak nyom nélkül eltûnt... Senki sem tudja, mi lett végül a sorsa, de a Mahakam legsötétebb nyiladékainak mélyén egyre csak gyûlô és porosodó csontok nem bíznak túl sokat a szemlélô fantáziájára...
b_nr300_1_regular_battle_name;A shaelmaar odúja
b_nr300_10_regular_battle_desc;Meve az Elátkozott Barlangja mellett állt. Hogy honnan kapta a nevét, kérdeznéd? Úgy mesélik, egy fosztogató szelleme kísérti az üreget. Sok-sok évvel ezelôtt tolvaj tört be az elöljáró kincsestárába, jól megrakodta zsákját a csodás kincsekkel, majd megpróbált kereket oldani, ám közben eltévedt, és csapdába esett. Végül, kétségbeesésében és ôrületében az éhségtôl a saját húsát kezdte lerágni...
b_nr300_10_regular_battle_name;Az Elátkozott Barlangja
b_nr300_11_regular_battle_desc;Meve egy nôre lett figyelmes, amint az a befagyott tó partján álldogált. De amikor a nô végül megfordult, felsejlett rothadó húsú arca, és az abban ásító üres szemgödrei. Meve az iszonytató jelenés láttán felsikoltott. Erre a rém elkezdett csöndesen suhanni az eljegesedett hóréteg fölött, egyenesen ôfeléje...
b_nr300_11_regular_battle_name;A tóparton
b_nr300_12_regular_battle_desc;Egy hóval lepett, gazdátlannak tûnô szénásszekér állt az út kellôs közepén, és két láb állt ki a szénahalomból. Mi történhetett itt? Gyilkosság? Vagy rajtaütés? Meve-nek nem kellett soká' várnia, hogy kiderüljön az igazság. Mert hogy alig pár pillanat múltán egy hátborzongató üvöltés hangzott fel a háta mögül...
b_nr300_12_regular_battle_name;A szénásszekér
b_nr300_13_regular_battle_desc;Remegett a föld a talpai alatt, hó szitált mindenütt a fák ágairól. Egy hatalmas, sötét alak takarta ki a napot. Meve-nek felszaladt a szemöldöke. Egy óriás...! Egy jégóriás, akkora, mint egy hegyomlás. "Egy lélek sem fogja ezt elhinni nekem" – gondolta a királynô. – "Feltéve, ha túlélem"...
b_nr300_13_regular_battle_name;Jégóriás
b_nr300_14_regular_battle_desc;Egyszer csak fentrôl egy éles sikoly kélt. Oly hirtelen, hogy érkezésük sem volt reagálni, miközben egy hatalmas förtelem csapott le az égbôl, és magával ragadott egy szerencsétlen gyalogoskatonát. A kifröccsenô vér beterítette a havat, majd kígyózott karmazsinvörös nyomot hagyva egészen a bestia fészkéig...
b_nr300_14_regular_battle_name;Vér a havon
b_nr300_15_regular_battle_desc;Meve egy gyönyörû, lilás árnyalatú, a napfényben lenyûgözôen és opálosan csillogó tollat talált a havon. Az égbolt felé fordította tekintetét. Magasan, a csúcsok között észrevette a fészket, ami viszont túl nagy volt ahhoz, hogy közönséges madáré lehessen... És ekkor egy dobhártya-repesztô rikoltás csapott végig a hegyen...
b_nr300_15_regular_battle_name;A csúcsok között
b_nr300_2_puzzle_battle_desc;Gascon mindig hencegett valamivel – hogy senki sem volt olyan jóképû, mint ô, vagy hogy olyan kézügyességû, mint ô. A többi katona ilyenkor csak forgatta a szemét, és inkább nem vett róla tudomást. Ám egyszer, amikor épp egy pálinkafôzdénél tartottak pihenôt, azzal talált kérkedni, hogy egy törp sem bírja úgy az italozást, mint ô. Na, ezzel már átlépett egy bizonyos határt, és Gábor Zigrinnél betelt a pohár: a törp nem volt rest, elô is kapta a kupicáját a nyeregtáskájából...
b_nr300_2_puzzle_battle_name;A makacs
b_nr300_2_regular_battle_desc;A trollok gyakorta hidak közelében ütöttek tanyát, majd az átkelésért vámot szedtek minden arra tévedô szerencsétlentôl. Mahakamban Meve is összetalálkozott egy ilyen vámszedô vállalkozóval. Az elején még hajlandó lett volna megfizetni a díjat, ám amikor a behemót minden egyes katona átkeléséért külön sápot akart húzni, Meve az erszénye helyett inkább a kardjáért nyúlt...
b_nr300_2_regular_battle_name;A troll
b_nr300_3_puzzle_battle_desc;Mahakam rendkívül hasonlatos egy jéghegyhez: ami a felszín fölött látható, az csak egy egészen apró töredéke az egésznek. Ahhoz, hogy valaki a maga teljességében megtapasztalhassa a törpök birodalmának méreteit, annak a föld mélyébe kell ereszkednie mérföldeken keresztül húzódó járatokon át, látnia kell a végtelenbe elnyúló, felfoghatatlanul mély hasadékokat. Itt a külvilágiak hamar teljesen elveszítik idô- és térérzékelésüket. Minden egyes tárna, akna szakasztott egyformának tûnik, mintha csak hegyikristályokból csiszolt tükrökben szemlélné ôket a megfigyelô...
b_nr300_3_puzzle_battle_name;Miria mélységei
b_nr300_3_regular_battle_desc;Az erôltetett menettôl kimerülvén Meve elrendelte a pihenôt és a tábor felállítását. Hamar elaludt, de rémálmok gyötörték. Villemet látta, amint Lyria trónján ült, miközben borostyánsárga szemû kígyók tekergôztek a lábai elôtt... Aztán a királynô hirtelen természetellenes sikolyokra riadt fel, melyek mintha egyenesen a rémálmaiból törtek volna elô...
b_nr300_3_regular_battle_name;Felkavaró szunnyadás
b_nr300_4_puzzle_battle_desc;...ôleygifgem a tekô énlélmezs nebkörküt tlozsisc lóbkoylátsirkiygeh kasc ahtnim ,kinût kanámrofyge ttotzsakazs anka ,anrát seyge nedniM .teküsélekézrérét sé -ôdi kitízsevle nesejlet ramah kaigálivlük a ttI .takokédasah ylém lunaltatahgoflef ,ólúynle ebneletgév a llek aintál ,tá nokotaráj ódózúh lützserek nekedlöfrém eindekzsere llek ebéylém dlöf a kanna ,tieterém kanámladorib köpröt a assahlatzsapatgem nebégéssejlet agam a ikalav ygoh ,zohhA .kenzsége za ekéderöt órpa nezsége yge kasc za ,ótahtál ttölöf nízslef a ima :zehygehgéj yge sotalnosah lüvíkdner makahaM
b_nr300_4_puzzle_battle_name;iegésylém airiM
b_nr300_4_regular_battle_desc;A hóborította hegyeken való átkelés kimerítô dolog – az óvatlan vándor megcsúszhat a jégen, beleveszhet egy hóviharba, és még a jeges szelek is állandóan könnypatakokat fakasztanak a szemébôl. De elônyei is vannak egy ilyen vállalkozásnak – például: a teremtmények nyomai jó ideig láthatóak maradnak a hóban, ami elegendô idôt ad a felkészülésre az összecsapáshoz...
b_nr300_4_regular_battle_name;Nyomok a hóban
b_nr300_5_puzzle_battle_desc;Míg az emberek királyságai ali pár száz évesek, addig Mahakam krónikái egy évezrednél is régebbre nyúlnak vissza. Hosszú története során e hegyvidék rengeteg nagyszerû felfedezésnek és hôsi tettnek adott otthont – és ugyanennyi borzalmas gaztettnek is. Ám a törpök jobb szerették nem bolygatni a zavaros múltat – helyette a testvériség kötelékét tartották mindenekelôtt fontosnak kihangsúlyozni. Mégis, az alabástromfehér hóra kiontott vért nehéz igazán feledni és megbocsátani. És az ezek miatti gyötrôdés vonzza mindazon szörnyetegeket, amiket az igazságtalanság és a szenvedés éltet.
b_nr300_5_puzzle_battle_name;A múlt kísértetei
b_nr300_5_regular_battle_desc;Mahakam törpjei gyakorta tekintgetnek fölfelé, és teszik ezt két okból. Elôször is, hogy lássák, ha lavina közeleg. Másodszor, hogy meggyôzôdjenek arról, egyetlen éhes villásfarkú vagy sárkánygyík sem ugrik a nyakukba egy kis nassolnivalóért...
b_nr300_5_regular_battle_name;Felülrôl lecsapó halál
b_nr300_6_puzzle_battle_desc;Mahakam mérnökei értetlenül álltak a gigantikus Fagyhíd összeomlása elôtt. Talán egy jégbestia volt a ludas? Netalántán egy, a Karbonhegyrôl lecsapó kemény, fagyos fuvallat? Esetleg egy földrengés? Nem, ezek egyike sem volt érte felelôs. Az igazi tettes tíz láb magas, vastag irhájú volt, rendkívül ellenséges természettel megáldva.
b_nr300_6_puzzle_battle_name;Fagyhíd
b_nr300_6_regular_battle_desc;Miközben a hasadék fölött átivelô hídon keltek át, Meve figyelmét a híd ívérôl alálógó jégcsapok kötötték le. Mintha mindegyik halovány fénnyel derengett volna. "Csak a nap fényének meg-megtörô csillanása" – mondta magának a királynô. Ám ha lett volna egy vaják a szolgálatában, akkor megtudhatta volna, hogy a jég lopott álmok által megbûvölhetô – tehát valahol a közelben celaeno-hárpiák fészke kellett hogy legyen...
b_nr300_6_regular_battle_name;Lopott álmok
b_nr300_7_puzzle_battle_desc;Maga a tény, hogy Bouver Hoog elöljáró végzett a Tavaszi Nagytakarítással, még nem jelentette azt, hogy az átjáró biztonságos. A járt útról letérve, a jégbe fagyott, szélfútta romok között még mindig szörnyek ólálkodtak, készen arra, hogy lecsapjanak az úttól túl messzire elkóborló, óvatlan utazókra...
b_nr300_7_puzzle_battle_name;Maradványok
b_nr300_7_regular_battle_desc;Ha jobban belegondolunk, a törpökben és a shaelmaarokban rengeteg a közös. Egyik is, másik is a föld alatt él, alagutakat ás, vastag irhájú, és – valljuk meg ôszintén, – elég kellemetlen szagú. Viszont, a shaelmaaroktól eltérôen, a törpök nem rajonganak az emberhúsért... 
b_nr300_7_regular_battle_name;A föld alól
b_nr300_8_puzzle_battle_desc;Lyriában enyhék a telek. A fagyok ritkák, a hó meg – ha nagy ritkán esik is, – szinte azonnal elolvad, amint lehull. Ám Meve katonái most láthattak a jéghideg fehér takaróból eleget Mahakam hegycsúcsain. Rácsodálkoztak a fagyott táj zord szépségére, aztán azon nyomban beléjük is villant a felismerés: kezeikkel gombócokká gyúrták a havat, aztán egymást hajigálták vele! A vidámság és az önfeledt kacagás percekig kitartott – míg nem egyszer csak egy troll csatlakozott mókázásukhoz. Legnagyobb elszörnyedésükre a troll köveket hozott a hógolyócsatába...
